Title,Baths,Floor,Usable area,Beds,Rent Price,Location,Url
"Verve Residences, Special 2-Bedroom Unit for Lease, BGC",2.0,,129.0,2.0,170000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-verve-residences-bgc-metro-manila_354e28044ca2-564f-daa2-8e87-4fa03089
"2 Bedroom Unit for Rent in The Sapphire Residences, BGC, Taguig City",2.0,,80.21,2.0,80000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-sapphire-residences-bgc-metro-manila_cea89010dab1-636e-b342-4392-c2632089
FOR SALE - Premier 2BR Unit at St. Moritz Estate with 2 Parking Slot,3.0,12.0,117.0,2.0,140000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-or-rent-in-st-moritz-private-estate-bgc-metro-manila_68ef52ce8ccd-e65f-9d52-282e-6d570089
For lease 1 bedroom in Two Maridien BGC Taguig,1.0,33.0,64.0,1.0,60000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-two-maridien-bgc-metro-manila_008c4184ff76-8790-fa12-e7f8-56532089
1 BEDROOM UNIT IN TWO SERENDRA FOR RENT!,1.0,,65.0,1.0,65000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-two-serendra-bgc-metro-manila_c2605c306e53-cd3f-c362-3ea7-32632089
"1 BEDROOM FOR LEASE IN ONE SERENDRA West Tower, Taguig",1.0,10.0,,1.0,100000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-serendra-bgc-metro-manila_c73d609e9048-b93f-f502-b24c-74c91089
"1BR at Sapphire Residences, BGC",1.0,11.0,,1.0,49000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-sapphire-residences-bgc-metro-manila_d4a55f1f5818-b7a0-f342-4c0a-d4461089
Spacious 3 bed at One Serendra for Lease,3.0,9.0,220.0,3.0,250000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_3f77a88a71c4-13ff-ab88-0a27-954ed3b9
"Studio Unit, Verve Residences Tower 1, BGC, Taguig FOR RENT",1.0,,,1.0,38000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-verve-residences-bgc-metro-manila_09d7111e6e8c-bda0-b232-3a82-cac71089
"For Rent: 36 sqm, 1 Bedroom Unit at Avida Towers Turf 2 in BGC, Taguig City",1.0,,36.0,1.0,35000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-bgc-metro-manila_5244574066c1-1fe1-5c72-43d8-c3532089
East Gallery | Two Bedroom 2BR Condo Unit For Rent - #4472,2.0,,148.0,2.0,160000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_ee304a9050be-42b0-d332-3ea5-b68c1089
"For Rent 2 Bedroom Unit with Balcony at Arbor Lane Premiere, Arca South Taguig",2.0,,111.0,2.0,90000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_943d4b18f7d8-6731-1f22-c638-d3532089
"One Maridien, BGC Taguig",2.0,,,2.0,120000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_5fe1111d1147-aa3e-d232-b81b-12d80089
1Bedroom Rent to Own in 10years No Interest No DP Condotel at Trion Towers Luxury Living at the Heart of BGC,2.0,33.0,54.3,2.0,100000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-or-rent-in-bgc-metro-manila_f2eaf3a2f587-f0f0-23f2-0bd4-0fb55089
Uptown Ritz - High Floor- 2/3 brms - FF,3.0,,80.0,2.0,120000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_c83de39fd837-f2be-bff2-8b75-ce178089
"One Maridien, BGC Taguig",2.0,,,2.0,120000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_5fe1111d1147-aa3e-d232-b81b-12d80089
1Bedroom Rent to Own in 10years No Interest No DP Condotel at Trion Towers Luxury Living at the Heart of BGC,2.0,33.0,54.3,2.0,100000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-or-rent-in-bgc-metro-manila_f2eaf3a2f587-f0f0-23f2-0bd4-0fb55089
Uptown Ritz - High Floor- 2/3 brms - FF,3.0,,80.0,2.0,120000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_c83de39fd837-f2be-bff2-8b75-ce178089
For Rent Arya Residences Bgc Taguig 1 Bedroom Furnished Condo,1.0,,,1.0,85000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-bgc-metro-manila_3a86fbb9a180-3a1e-6b02-77d2-99d32089
2 Bedrooms West Gallery Place Condo For Rent Bgc Taguig,2.0,,,2.0,170000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-west-gallery-place-bgc-metro-manila_50a8c3705547-a7ae-cbb2-9594-e6d32089
3 Bedrooms Verve Residences Tower For Rent Condo Bgc Taguig,3.0,,,3.0,135000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-verve-residences-bgc-metro-manila_7d155ab1515a-7541-4252-d5f0-16d32089
Affordable 1 Bedroom One Serendra Bamboo Tower For Rent Condo Bgc Taguig,1.0,,,1.0,70000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-serendra-bgc-metro-manila_31f9b059a14d-4b0f-ccd2-2103-36d32089
1 Bedroom with Balcony Two Serendra Aston Tower Condo For Rent Bgc Taguig,1.0,,,1.0,55000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-two-serendra-bgc-metro-manila_0ff2b7f6e9b4-ccb0-3662-2f41-c8d32089
2 Bedroom Semi Furnished 8 Forbestown Road Condos For Rent Bgc Taguig,2.0,,,2.0,80000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_b23ac9e00cb0-8b81-5f32-d8f3-98d32089
Condo For Rent Bellagio Tower Bgc Taguig 1 Bedroom,1.0,,,1.0,55000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-bgc-metro-manila_c4abd938f9d9-73ce-5ff2-fd8d-8ec51089
Two Serendra The Red Oak Condo For Rent Bgc Taguig 1 Bedroom with Balcony,1.0,,,1.0,50000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-two-serendra-bgc-metro-manila_c37777197b04-4521-3822-58ad-a5112089
West Gallery Place BGC Taguig Condo For Rent 1 Bedroom Furnished with Parking,1.0,,,1.0,115000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-west-gallery-place-bgc-metro-manila_9bcfcaf7fdcf-8f00-e6c2-cd26-23612089
"Furnished 2BR Unit in Two Serendra, BGC",2.0,,83.0,,85000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/condo-for-rent-in-two-serendra-bgc-metro-manila_0d6095ac69b3-ed8e-4882-61e3-84532089
"FOR SALE/RENT Fully Furnished Studio Unit at The Infinity Tower, BGC, Taguig City - SC119",1.0,20.0,37.0,,30000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/condo-for-sale-or-rent-in-bgc-metro-manila_1c55f64d3105-f61f-b342-9a03-4ae32089
"For Rent: 2BR Condominium unit at One Serendra Mahogany Tower, Taguig",1.0,11.0,140.0,2.0,175000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-serendra-bgc-metro-manila_845cb53a4cd6-5b8e-2a62-a74c-a3532089
"West Gallery Place, 1-Bedroom Unit for Lease, BGC",1.0,,65.0,1.0,120000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-west-gallery-place-bgc-metro-manila_ab3a5dd90ffb-a28f-7d42-6fd9-063f1089
"FOR RENT: 3BR Unit in Bonifacio Ridge Condominium, BGC",2.0,7.0,113.0,3.0,105000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bonifacio-ridge-bgc-metro-manila-near-mrt-3-buendia_2db8b3e50047-e7bf-9992-b838-88322089
"For Rent: 1 Bedroom Condo Unit at The Trion Towers - Tower 2 in BGC, Taguig City",1.0,,38.0,1.0,40000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-bgc-metro-manila_e422422a2902-9cf0-5e32-9716-83632089
Fully Furnished 2BR Unit in Avida Towers 34th St BGC,2.0,,60.0,2.0,60000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_dfa3f4b9c670-1cb0-6522-0a78-52632089
For Lease 1 Bedroom Two Serendra Aston Tower,,,,1.0,70000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-bgc-metro-manila_6fa456eafd0a-9a31-b0b2-a3d9-b7d32089
"Fully Furnished 2BR Corner Unit with Balcony FOR LEASE in Red Oak, Two Serendra BGC",2.0,,86.0,2.0,110000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_d5b50ddd026f-b861-c882-4a66-2d971089
1 BR UNIT IN WEST GALLERY PLACE FOR LEASE,1.0,,65.0,1.0,120000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-west-gallery-place-bgc-metro-manila_ae84f191176a-c910-e882-721b-e3235089
West Gallery Place corner 2 bedroom for Lease,3.0,,136.0,2.0,225000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-west-gallery-place-bgc-metro-manila_c97380bbbc16-bd9f-4dc2-83fe-61632089
2-Bedroom Condo for Rent in Verve Residences BGC Taguig City,2.0,,,2.0,100000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-verve-residences-bgc-metro-manila_688551c19b0e-c661-ff22-a55f-b3532089
"3-Bedroom Condo For Rent in Bellagio Towers, BGC, Taguig City",3.0,,,3.0,130000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_fad9ad52b722-f8ae-6e22-c932-96532089
West Gallery Place corner 2 bedroom for Lease,3.0,,136.0,2.0,225000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-west-gallery-place-bgc-metro-manila_c97380bbbc16-bd9f-4dc2-83fe-61632089
"FOR SALE/RENT: 2BR Uptown Ritz Residence, BGC",2.0,15.0,93.5,2.0,95000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-or-rent-in-bgc-metro-manila_c010c91d5e9d-eabf-1d92-40aa-72940089
2-Bedroom Condo for Rent in Verve Residences BGC Taguig City,2.0,,,2.0,100000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-verve-residences-bgc-metro-manila_688551c19b0e-c661-ff22-a55f-b3532089
"3-Bedroom Condo For Rent in Bellagio Towers, BGC, Taguig City",3.0,,,3.0,130000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_fad9ad52b722-f8ae-6e22-c932-96532089
"2-Bedroom Condo For Rent in BGC Taguig City, 9th floor, Sapphire Residences",2.0,,,2.0,85000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-sapphire-residences-bgc-metro-manila_5177d90e0907-655e-d182-537d-b9532089
"Verve Residences 1, BGC | Brand New 2-Bedroom Unit For Lease",2.0,,129.0,2.0,170000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-verve-residences-bgc-metro-manila_585956327bef-621f-e072-ed02-b1701089
Condo For Rent Uptown Ritz Bgc Taguig 2 Bedroom with Balcony,2.0,,,2.0,85000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_9cd96b4a7061-f160-55b2-fe08-66d32089
PARKMCKINLEYWEST9XB: For Rent Fully Furnished 1BR with Balcony in Park Mckinley West,1.0,,35.0,1.0,30000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-park-mckinley-west-bgc-metro-manila_3225a5e76a12-d15e-f662-a421-20162089
"Fully Furnished 1BR Unit in Avant at the Fort, BGC",1.0,,44.0,1.0,40000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-avant-at-the-fort-bgc-metro-manila_427986e0c1ea-8070-0c72-ebec-44532089
Verve Studio Tower 1 for rent,1.0,,36.0,1.0,34500.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-verve-residences-bgc-metro-manila_d23f9a854c68-028f-30e2-7efc-1ae32089
"3 Bedroom Condo for Rent at Penhurst Parkplace, Bonifacio Global City",2.0,,,3.0,85000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_c7698c0710fa-c0c0-c482-42bb-505a1089
"3 Bedroom with Balcony for Lease at The Beaufort in Fort Bonifacio, Taguig City",3.0,,157.0,3.0,180000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_d326108d0d15-3a71-7ce2-dc88-a3532089
"Fully Furnished 1 Bedroom Condo Unit For Rent in Time Square West, Taguig City",1.0,,39.0,1.0,45000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-bgc-metro-manila_e7eba3f51c02-32bf-13b2-bc60-36532089
"Nicely Furnished 2 Bedroom Unit in Uptown Ritz Residences, Taguig City For Rent",2.0,,95.3,2.0,130000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_4a14959dae45-154f-37a2-3cc6-37532089
1BR Unit For Rent - Verve Residences,1.0,35.0,,1.0,75000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-verve-residences-bgc-metro-manila_a654e12c27ad-f99f-b882-7e9c-38ef2089
BGC Unit in Regent Parkway,2.0,,,2.0,160000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-regent-parkway-bgc-metro-manila_e7c71c699811-1e0f-d692-a35d-49851089
"3 BEDROOM UNIT WITH BALCONY FOR RENT IN THE LUXE RESIDENCES, BGC, TAGUIG CITY",3.0,,230.0,3.0,211000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_7199667fb76c-ec51-4282-81b7-95532089
"FOR RENT Furnished 1BR in Avida Verte, BGC, Taguig City - OBRC129",1.0,6.0,40.0,1.0,35000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-avida-towers-verte-bgc-metro-manila_ea7d87ca294d-b5e0-4982-5c9c-49d32089
"For Lease: 2 Bedroom Unit at East Gallery Place, BGC",2.0,,81.0,2.0,130000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-east-gallery-place-bgc-metro-manila_2cd7cf81d409-182e-f992-d660-43532089
"1BR Condo for Rent – Avida Turf Tower 2, BGC Taguig",1.0,,,1.0,40000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-avida-towers-turf-bgc-metro-manila_12624b62dc5c-4e31-0482-1544-164b1089
"Rush 2 Bedroom Condo Rent in Fort Victoria Tower C at Fort Bonifacio, Taguig",2.0,9.0,47.0,2.0,55500.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-sale-or-rent-in-fort-victoria-bgc-metro-manila_8b480697b9e3-60a0-e282-837d-d9532089
"Essensa East Forbes Lawton, Taguig BGC for Rent",3.0,,299.0,3.0,300000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_c50a68b0af96-c16e-6472-79a5-33532089
"Fully Furnished 2BR Unit with Narra Floors & Parking FOR LEASE in Sapphire Residences, BGC, Taguig",2.0,21.0,80.0,2.0,85000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_417402badeb0-2330-f162-63c4-98d91089
"FOR RENT Furnished 2BR with Den in Bonifacio Ridge, BGC, Taguig City - OBRC107",2.0,14.0,113.0,3.0,110000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bonifacio-ridge-bgc-metro-manila-near-mrt-3-buendia_d3863882dcae-2e7e-f022-1359-d7d32089
"East Gallery Place, BGC Taguig two (2) Bedroom unit For Rent",2.0,,138.0,2.0,180000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-east-gallery-place-bgc-metro-manila_5dd97ab602e5-0000-1682-bbcb-a5532089
2 BEDROOM UNIT FOR RENT AT ONE SERENDRA,2.0,,130.0,2.0,130000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-serendra-bgc-metro-manila_96cb9534ed51-fc5e-faa2-0820-a1ad5089
"FOR RENT: 3BR Park Triangle Residences, BGC",3.0,35.0,123.0,3.0,180000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-park-triangle-residences-bgc-metro-manila_ca18bcfc8d40-8380-1462-5e0a-04d60089
"For Rent: 2 Bedroom Unit with Parking in West Tower at One Serendra, BGC, Taguig",2.0,,140.0,2.0,195000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-serendra-bgc-metro-manila_5d7548ae99ee-21d1-8462-6f19-12632089
Two Serendra 1BR with balcony for BGC for Rent,1.0,,58.0,1.0,60000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-two-serendra-bgc-metro-manila_173fbbe06e67-8dbf-2402-cf46-c4532089
Stylish 1BR Loft Type Unit in the Heart of BGC F1 Hotel,1.0,29.0,,1.0,50000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-bgc-metro-manila_7eafd7131a33-20bf-0d52-cac3-49c01089
West Gallery Place 2 bedroom for lease,2.0,,92.0,2.0,165000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-west-gallery-place-bgc-metro-manila_b6ac8d0cebd3-7950-c855-3dbf-421bc8dc
"1 BEDROOM CONDOMINIUM UNIT FOR RENT IN ONE MARIDIEN, BGC TAGUIG",1.0,,64.0,1.0,75000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-one-maridien-bgc-metro-manila_f10cf1434c11-483f-fd62-a6f0-06532089
"STUDIO UNIT FOR RENT IN TWO SERENDRA, BGC, TAGUIG CITY",1.0,,45.0,1.0,45000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-two-serendra-bgc-metro-manila_f739f76fa8e6-374f-05f2-3bce-3b632089
For Lease 3 BR One Meridian BGC,3.0,,,3.0,150000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_c0f8972934c6-7dbe-3682-03f7-44d32089
"3 Bedroom Condo For Rent in Bonifacio Ridge, BGC, Taguig",3.0,,113.0,3.0,120000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bonifacio-ridge-bgc-metro-manila-near-mrt-3-buendia_bb91df6e3812-be60-f3c2-412a-7b632089
Elegant 3BR Condo for Lease/Rent in East Gallery Place BGC Taguig RFO,3.0,,,3.0,450000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_ed2d8feeba5c-3b0e-1772-1781-22941089
"🍁 For Lease: 8 Forbestown Road 1-Bedroom Unit (BGC, Taguig City)",1.0,28.0,77.5,1.0,95000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-8-forbestown-centre-bgc-metro-manila_a5a4e9b6d362-9991-bff2-95b2-2cae8089
"Two Bedroom Unit in Parkwest Condominium, Taguig City for Rent",2.0,,70.0,2.0,55000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_c5297abbb389-ff8e-8012-2474-c8532089
"Spacious 3 Bedroom Condominium Unit for Rent at Taguig, Metro manila",3.0,,290.0,3.0,250000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_7a0c414563d4-b48e-83c2-1283-55d32089
"One Serendra 2 Bedroom for lease at Mahogany Tower, BGC",2.0,,140.0,2.0,180000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-one-serendra-bgc-metro-manila_70a8e5cef4db-a330-bbd2-8f76-9b632089
Two Serendra 2 Bedroom Loft Condo with Parking for Rent Bonifacio Global City,3.0,9.0,,2.0,70000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-two-serendra-bgc-metro-manila_0890f9ac941f-7bc0-1262-727b-fa481089
"2BR Condominium for Lease in The Beaufort, Bonifacio Global City, Taguig",1.0,,130.0,2.0,127500.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_3a28a45e71fd-685f-c892-ca70-19d32089
"FOR RENT: 1BR in Two Serendra Meranti Tower, BGC",1.0,7.0,,1.0,70000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-two-serendra-bgc-metro-manila_3d36f3587ee6-181f-8a32-03d0-acee1089
1 Bedroom In Verve Residences Tower 1 BGC Condo For Rent | Property ID: RC086,1.0,38.0,67.0,1.0,70000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-verve-residences-bgc-metro-manila_85a9eed4b9f1-ecfe-4022-cacc-09d50089
"FOR RENT Brand New 3BR Unit in Grand Hyatt, BGC, Taguig City - OBSC124",3.0,,300.0,3.0,380000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-grand-hyatt-manila-residences-bgc-metro-manila_0baf4989bdbe-7b7f-1662-e54f-57d32089
"AVIDA TURF BGC: 3BR For Rent, 60 sqm, Furnished, P60,000/mo.",2.0,23.0,60.0,3.0,60000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_3ded87dcfe20-48f1-8cb2-e6fd-ce202089
"FOR RENT: 2BR in Park West, BGC",2.0,39.0,106.0,2.0,115000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_ab40f62ac4b3-8aa1-9992-a7a3-1dd70089
Fully Furnished 1 Bedroom in BGC Arya Residences,1.0,,68.0,1.0,85000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/1-bedroom-condo-for-rent-in-bgc-metro-manila_bd6634e23633-64d0-39e2-e2a7-19532089
"3 Bedroom Unit for Rent in Avida Towers Turf, BGC Taguig City",2.0,,60.0,3.0,80000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_c7898943444a-c97e-f152-e115-2a632089
"For Lease, Park Triangle Residences Fully Furnished 82 sqm 2BR Unit, Taguig",2.0,,82.0,2.0,120000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-park-triangle-residences-bgc-metro-manila_650d4e28fc05-9a2e-eed2-4e5d-69d32089
Newly Renovated 3 Bedroom for lease at Infinity Tower BGC!,3.0,,179.0,3.0,175000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_7073591c009e-c190-6a82-91eb-0a632089
For Rent 60 sqm 2Bedroom Unit at Times Square West BGC Taguig,1.0,,60.0,2.0,65000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_03c1ad619088-db9e-7f22-2969-cae32089
"Fully Furnished 2BR Unit in Two Serendra, BGC",2.0,,76.0,2.0,85000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-two-serendra-bgc-metro-manila_72f213aebb8b-e92e-1082-d1fc-a1632089
2 Bedroom with Balcony Golf View 8 Forbestown Road For Rent Condo Bgc Taguig,,,,2.0,110000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/2-bedroom-condo-for-rent-in-bgc-metro-manila_20f76a4cf2c6-49ee-0422-7899-25f80089
"Enormous 3 Bedroom Condominium Unit for Rent in Pacific Plaza Towers, Taguig",3.0,,288.0,3.0,210000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_ceb5ac364ff7-baff-2b42-09a8-45d32089
"Brand New 3 Bedroom Condominium Unit for Rent at BGC, Taguig City",3.0,,290.0,3.0,250000.0,"Metro Manila, Taguig, BGC",https://www.dotproperty.com.ph/ads/3-bedroom-condo-for-rent-in-bgc-metro-manila_8e56b9735b89-914e-c382-3892-55d32089
